Disease,Temperature (°C),Humidity (%),Rainfall (mm),Cloud Cover (%),Wind Speed (km/h),Leaf Wetness (hrs),Risk La,Risk Label
Bacterial Wilt,23.85,73.94,0.7,15.52,1.5,6.8,Low Risk,
Bacterial Wilt,22.28,78.13,1.48,46.38,1.84,7.33,Low Risk,
Bacterial Wilt,18.98,80.6,0.74,32.14,3.92,9.68,Low Risk,
Bacterial Wilt,18.1,83.27,0.67,44.62,3.73,9.3,Low Risk,
Bacterial Wilt,21.59,75.33,0.06,13.41,3.02,6.73,Low Risk,
Bacterial Wilt,25.06,75.11,0.06,41.93,1.46,5.24,Low Risk,
Bacterial Wilt,23.98,74.1,0.39,20.31,2.96,5.7,Low Risk,
Bacterial Wilt,18.76,72.17,0.73,42.15,3.02,6.01,Low Risk,
Bacterial Wilt,23.39,70.5,1.63,24.36,3.4,8.99,Low Risk,
Bacterial Wilt,22.36,67.67,1.66,26.71,2.84,5.46,Low Risk,
Bacterial Wilt,24.25,65.48,0.95,15.06,3.95,6.18,Low Risk,
Bacterial Wilt,18.36,75.87,1.77,42.38,2.23,8.15,Low Risk,
Bacterial Wilt,19.08,71.63,0.27,49.61,2.78,5.82,Low Risk,
Bacterial Wilt,23.05,71.59,1.22,37.09,1.27,6.31,Low Risk,
Bacterial Wilt,22.44,79.76,0.5,11.1,3.96,5.11,Low Risk,
Bacterial Wilt,24.63,84.25,0.28,29.52,2.92,8.71,Low Risk,
Bacterial Wilt,21.52,74.64,1.86,43.42,2.62,6.44,Low Risk,
Bacterial Wilt,23.69,81.23,0.67,16.95,3.8,9.21,Low Risk,
Bacterial Wilt,21.37,81.21,1.26,46.39,2.05,5.41,Low Risk,
Bacterial Wilt,25.51,67.37,1.42,28.32,3.2,5.1,Low Risk,
Bacterial Wilt,21.02,73.5,1.63,20.9,1.03,9.72,Low Risk,
Bacterial Wilt,18.97,69.18,1.04,36.21,2.2,9.41,Low Risk,
Bacterial Wilt,21.22,80.82,0.3,47.04,3.2,6.04,Low Risk,
Bacterial Wilt,19.91,67.86,0.33,19.18,3.23,5.38,Low Risk,
Bacterial Wilt,22.13,71.96,1.81,37.51,3.41,9.88,Low Risk,
Bacterial Wilt,25.03,72.83,0.02,32.22,3.73,7.75,Low Risk,
Bacterial Wilt,22.38,67.28,0.32,48.84,2.22,7.35,Low Risk,
Bacterial Wilt,20.38,78.32,1.4,42.23,3.74,5.63,Low Risk,
Bacterial Wilt,24.57,79.89,0.62,29.01,1.87,7.69,Low Risk,
Bacterial Wilt,18.51,84.27,0.74,41.03,1.47,6.53,Low Risk,
Bacterial Wilt,21.52,80.81,1.97,41.26,2.21,8.14,Low Risk,
Bacterial Wilt,25.81,78.25,0.22,22.89,2.17,6.5,Low Risk,
Bacterial Wilt,25.89,73.02,1.56,12.19,2.9,5.76,Low Risk,
Black Scurf,23.36,80.74,1.94,18.97,3.68,7.57,Low Risk,
Black Scurf,24.4,75.57,0.68,31.02,3.26,5.21,Low Risk,
Black Scurf,19.52,81.15,0.69,26.59,1.37,5.67,Low Risk,
Black Scurf,18.98,76.48,1.78,17.54,1.35,9.04,Low Risk,
Black Scurf,22.52,71.28,1.5,23.88,1.35,9.25,Low Risk,
Black Scurf,19.47,65.92,0.26,30.11,2.02,8.52,Low Risk,
Black Scurf,20.25,70.75,0.59,23.62,3.61,6.23,Low Risk,
Black Scurf,25.94,81.21,1.2,20.56,1.1,8.07,Low Risk,
Black Scurf,19.7,80.38,0.99,35.25,3.33,9.6,Low Risk,
Black Scurf,18.06,82.08,0.8,22.98,1.0,6.1,Low Risk,
Black Scurf,23.55,71.74,0.77,41.35,3.78,8.8,Low Risk,
Black Scurf,20.95,77.8,0.96,16.52,1.16,9.74,Low Risk,
Black Scurf,22.55,76.57,1.77,47.3,3.81,6.52,Low Risk,
Black Scurf,22.24,77.33,1.62,32.3,2.82,9.63,Low Risk,
Black Scurf,21.88,65.51,0.52,20.75,2.9,6.83,Low Risk,
Black Scurf,21.67,75.37,0.62,34.8,2.93,9.92,Low Risk,
Black Scurf,19.71,81.64,1.56,16.93,2.3,6.47,Low Risk,
Black Scurf,21.23,83.94,0.24,31.75,1.94,8.65,Low Risk,
Black Scurf,20.99,66.09,0.28,49.0,1.93,7.94,Low Risk,
Black Scurf,22.35,79.38,1.08,13.14,2.51,7.09,Low Risk,
Black Scurf,19.45,82.81,1.47,40.47,3.55,8.57,Low Risk,
Black Scurf,25.47,68.0,1.68,39.0,1.13,6.28,Low Risk,
Black Scurf,25.8,71.19,0.65,12.25,1.24,6.59,Low Risk,
Black Scurf,25.68,74.57,1.64,16.17,1.02,7.26,Low Risk,
Black Scurf,22.26,78.26,0.08,16.38,1.04,5.8,Low Risk,
Black Scurf,19.16,80.14,0.63,41.62,3.78,6.6,Low Risk,
Black Scurf,24.0,80.97,0.34,44.22,2.63,9.77,Low Risk,
Black Scurf,19.11,74.23,1.99,47.04,1.1,6.7,Low Risk,
Black Scurf,24.21,71.72,0.74,38.32,3.02,9.46,Low Risk,
Black Scurf,22.14,82.69,1.74,42.79,1.21,6.87,Low Risk,
Black Scurf,23.65,75.99,1.73,45.95,1.0,6.96,Low Risk,
Black Scurf,19.49,70.49,1.71,35.63,3.66,6.93,Low Risk,
Black Scurf,25.09,69.51,0.95,31.84,1.2,6.59,Low Risk,
Black Scurf,19.64,67.19,0.69,21.88,3.17,6.76,Low Risk,
Black Scurf,18.73,73.1,0.97,25.6,3.37,9.71,Low Risk,
Black Scurf,23.72,73.48,1.27,14.06,1.33,8.44,Low Risk,
Black Scurf,20.22,68.99,0.96,13.62,2.02,9.22,Low Risk,
Black Scurf,22.22,70.75,0.77,37.71,1.06,5.17,Low Risk,
Black Scurf,19.78,66.05,1.92,41.35,1.28,7.75,Low Risk,
Black Scurf,21.78,82.48,0.87,19.15,1.37,7.85,Low Risk,
Black Scurf,18.59,65.12,0.27,22.43,3.96,9.59,Low Risk,
Black Scurf,25.03,74.82,0.41,41.31,3.21,6.35,Low Risk,
Black Scurf,25.08,75.02,1.23,38.68,3.64,7.52,Low Risk,
Black Scurf,18.59,80.16,0.11,46.25,2.24,5.86,Low Risk,
Black Scurf,20.55,79.53,0.98,25.67,3.87,5.89,Low Risk,
Black Scurf,24.05,79.51,1.79,39.23,1.55,9.82,Low Risk,
Black Scurf,19.32,72.93,1.12,42.59,3.35,8.26,Low Risk,
Black Scurf,23.31,81.23,1.73,42.47,3.55,5.33,Low Risk,
Black Scurf,20.12,74.79,1.32,18.6,1.3,5.65,Low Risk,
Black Scurf,22.21,79.74,1.45,47.82,1.94,6.43,Low Risk,
Black Scurf,20.78,72.94,0.82,37.8,2.48,8.32,Low Risk,
Black Scurf,22.44,80.96,0.81,26.08,2.06,8.81,Low Risk,
Black Scurf,24.66,74.04,1.07,39.19,1.35,7.05,Low Risk,
Black Scurf,25.72,69.2,0.86,26.33,1.87,5.17,Low Risk,
Black Scurf,22.86,69.63,1.24,23.11,1.44,5.62,Low Risk,
Black Scurf,25.87,75.68,1.27,38.6,1.13,6.43,Low Risk,
Black Scurf,19.41,80.17,0.67,12.37,2.61,9.96,Low Risk,
Black Scurf,24.91,81.91,0.8,45.54,1.83,9.55,Low Risk,
Black Scurf,18.62,73.95,1.95,40.72,3.08,6.31,Low Risk,
Black Scurf,21.12,70.29,0.97,11.64,1.6,5.94,Low Risk,
Black Scurf,23.35,75.37,1.01,26.92,1.45,5.97,Low Risk,
Black Scurf,24.96,80.09,0.96,49.42,3.68,8.37,Low Risk,
Black Scurf,18.97,67.58,1.0,17.93,2.43,8.47,Low Risk,
Black Scurf,24.39,83.45,0.07,44.62,3.1,8.65,Low Risk,
Black Scurf,20.75,76.23,0.61,39.18,2.42,9.62,Low Risk,
Black Scurf,23.11,66.41,1.71,48.8,2.96,8.19,Low Risk,
Black Scurf,23.26,70.68,1.92,16.02,2.94,7.82,Low Risk,
Black Scurf,19.64,82.67,0.87,38.88,3.97,5.44,Low Risk,
Black Scurf,25.96,77.1,0.68,10.87,1.16,6.69,Low Risk,
Black Scurf,19.69,65.95,0.5,25.48,1.04,5.43,Low Risk,
Black Scurf,21.65,74.63,1.48,48.15,1.92,9.74,Low Risk,
Black Scurf,24.31,77.47,0.65,30.81,3.78,8.5,Low Risk,
Black Scurf,18.77,71.66,1.42,14.48,1.51,5.14,Low Risk,
Black Scurf,23.45,74.65,0.14,19.12,3.43,8.15,Low Risk,
Black Scurf,22.62,71.98,0.43,26.0,3.35,5.55,Low Risk,
Black Scurf,23.87,70.89,0.34,45.96,2.89,8.24,Low Risk,
Black Scurf,24.88,77.62,1.56,32.88,2.28,5.64,Low Risk,
Black Scurf,21.46,66.44,0.29,27.94,1.29,7.78,Low Risk,
Black Scurf,18.54,72.18,0.79,10.72,1.48,7.25,Low Risk,
Black Scurf,25.55,74.62,1.48,21.33,3.66,9.36,Low Risk,
Black Scurf,25.0,79.54,0.41,40.94,3.75,7.96,Low Risk,
Black Scurf,18.19,69.29,1.03,25.94,3.71,5.69,Low Risk,
Black Scurf,24.54,79.67,1.49,26.92,1.32,6.31,Low Risk,
Black Scurf,21.98,72.93,1.32,31.57,3.62,9.63,Low Risk,
Black Scurf,19.46,81.83,0.52,12.6,1.75,7.87,Low Risk,
Black Scurf,18.64,69.04,1.95,42.98,3.28,9.44,Low Risk,
Black Scurf,25.62,82.13,1.24,31.09,3.54,8.87,Low Risk,
Black Scurf,22.06,72.05,1.86,33.76,2.77,7.06,Low Risk,
Black Scurf,20.43,74.29,1.0,10.54,1.61,8.93,Low Risk,
Black Scurf,20.82,66.68,1.44,33.02,2.26,6.25,Low Risk,
Black Scurf,18.84,83.61,0.41,46.8,2.98,6.71,Low Risk,
Black Scurf,23.69,76.88,0.3,11.58,2.1,9.12,Low Risk,
Black Scurf,21.81,69.68,0.69,43.14,3.48,6.42,Low Risk,
Black Scurf,25.21,71.45,0.47,27.71,3.67,5.97,Low Risk,
Black Scurf,18.55,78.57,0.7,42.64,2.48,7.62,Low Risk,
Black Scurf,18.89,74.05,0.44,42.1,1.93,7.1,Low Risk,
Black Scurf,19.33,83.15,0.95,19.02,2.1,8.98,Low Risk,
Black Scurf,23.58,72.98,0.3,45.59,2.87,6.78,Low Risk,
Black Scurf,22.93,73.03,1.57,41.4,1.65,8.59,Low Risk,
Black Scurf,18.15,84.67,1.74,37.11,1.99,5.49,Low Risk,
Powdery Scab,22.86,77.27,1.09,47.87,1.02,7.52,Low Risk,
Powdery Scab,22.54,69.71,1.57,17.51,1.64,9.17,Low Risk,
Powdery Scab,23.51,69.28,1.66,39.51,1.05,9.14,Low Risk,
Powdery Scab,19.27,84.76,1.38,40.94,1.81,9.68,Low Risk,
Powdery Scab,24.89,65.3,0.95,38.59,2.64,7.34,Low Risk,
Powdery Scab,24.89,74.15,0.69,18.36,1.72,8.5,Low Risk,
Powdery Scab,21.35,69.62,1.91,23.54,2.52,6.38,Low Risk,
Powdery Scab,22.45,70.67,1.88,48.88,3.97,6.14,Low Risk,
Powdery Scab,18.76,84.91,1.56,15.69,1.34,6.21,Low Risk,
Powdery Scab,20.74,79.87,0.97,36.7,2.04,7.87,Low Risk,
Powdery Scab,20.68,84.42,0.87,39.33,3.19,9.16,Low Risk,
Powdery Scab,22.42,81.02,1.17,48.38,2.16,8.54,Low Risk,
Powdery Scab,25.04,76.57,1.95,25.08,1.8,7.87,Low Risk,
Powdery Scab,19.18,65.13,0.3,13.35,2.8,7.59,Low Risk,
Powdery Scab,25.25,74.26,1.91,46.06,1.24,9.91,Low Risk,
Powdery Scab,21.04,80.65,2.0,33.24,2.81,9.57,Low Risk,
Powdery Scab,24.85,83.09,1.63,11.03,2.61,5.35,Low Risk,
Powdery Scab,19.96,82.65,0.38,11.02,3.26,5.16,Low Risk,
Powdery Scab,25.51,69.72,0.78,13.76,1.15,6.98,Low Risk,
Powdery Scab,23.75,83.73,1.01,17.26,1.72,5.86,Low Risk,
Powdery Scab,23.6,84.44,0.01,38.2,2.09,5.77,Low Risk,
Powdery Scab,19.4,75.33,0.79,11.96,1.72,8.15,Low Risk,
Powdery Scab,23.02,78.17,0.51,36.68,1.53,5.84,Low Risk,
Powdery Scab,24.47,80.23,0.59,45.16,3.12,8.39,Low Risk,
Powdery Scab,24.39,75.38,0.64,49.8,1.25,7.73,Low Risk,
Powdery Scab,22.7,73.26,1.85,42.53,3.89,7.25,Low Risk,
Powdery Scab,24.34,82.47,0.18,39.92,1.91,8.23,Low Risk,
Powdery Scab,22.2,80.53,1.96,42.98,1.66,6.12,Low Risk,
Powdery Scab,25.86,66.98,1.65,12.52,1.87,8.04,Low Risk,
Powdery Scab,21.38,82.63,1.1,12.58,1.37,6.01,Low Risk,
Powdery Scab,21.63,84.71,1.75,37.94,2.02,9.62,Low Risk,
Powdery Scab,18.44,66.93,1.12,36.14,1.52,9.96,Low Risk,
Powdery Scab,18.17,65.89,0.31,16.58,2.53,7.54,Low Risk,
Powdery Scab,18.3,68.65,1.7,34.22,2.01,5.29,Low Risk,
Powdery Scab,23.18,65.96,0.4,49.45,1.49,9.61,Low Risk,
Powdery Scab,24.38,78.47,1.78,24.35,3.94,8.18,Low Risk,
Powdery Scab,23.24,79.53,1.86,28.66,3.58,8.3,Low Risk,
Powdery Scab,25.8,82.32,0.46,33.86,1.19,7.27,Low Risk,
Powdery Scab,19.95,74.95,0.78,47.19,2.19,7.81,Low Risk,
Powdery Scab,24.26,74.73,1.68,11.25,3.92,8.54,Low Risk,
Powdery Scab,22.18,73.53,1.69,23.21,1.55,7.42,Low Risk,
Powdery Scab,19.73,80.1,0.54,33.68,2.42,7.03,Low Risk,
Powdery Scab,23.26,82.34,1.4,48.39,2.25,6.07,Low Risk,
Powdery Scab,21.23,72.58,1.22,11.39,2.68,6.79,Low Risk,
Powdery Scab,18.27,80.09,1.62,43.85,2.21,9.67,Low Risk,
Powdery Scab,25.73,72.78,0.8,24.65,2.54,5.32,Low Risk,
Powdery Scab,18.63,67.96,0.75,34.93,2.36,5.43,Low Risk,
Powdery Scab,21.98,72.59,0.17,13.89,2.29,5.11,Low Risk,
Powdery Scab,21.0,80.41,0.83,37.18,1.48,8.89,Low Risk,
Powdery Scab,18.58,68.32,0.52,49.86,1.76,9.17,Low Risk,
Powdery Scab,18.45,79.21,1.67,39.41,2.76,7.83,Low Risk,
Powdery Scab,25.93,73.13,1.18,25.82,2.11,7.36,Low Risk,
Powdery Scab,20.9,84.67,1.56,13.11,1.18,6.93,Low Risk,
Powdery Scab,23.28,79.16,0.8,29.95,1.65,9.13,Low Risk,
Powdery Scab,18.36,70.01,0.72,18.24,2.34,7.43,Low Risk,
Powdery Scab,20.48,79.0,1.24,37.64,2.26,7.59,Low Risk,
Powdery Scab,25.46,77.36,1.77,19.86,1.56,5.64,Low Risk,
Powdery Scab,23.45,70.63,1.77,10.06,2.71,5.07,Low Risk,
Powdery Scab,18.17,78.0,0.96,18.32,1.01,8.97,Low Risk,
Powdery Scab,23.89,75.54,1.99,33.65,2.06,6.8,Low Risk,
Powdery Scab,24.05,71.75,0.84,18.03,3.87,5.85,Low Risk,
Powdery Scab,24.61,75.04,0.08,47.21,3.01,9.81,Low Risk,
Powdery Scab,22.25,67.94,1.52,34.87,2.87,6.48,Low Risk,
Powdery Scab,18.79,83.74,1.89,35.33,1.35,6.01,Low Risk,
Powdery Scab,19.86,75.2,1.71,41.93,2.94,8.76,Low Risk,
Powdery Scab,24.29,84.69,1.31,16.87,3.68,7.72,Low Risk,
Powdery Scab,21.05,68.4,1.39,33.46,3.6,8.47,Low Risk,
Powdery Scab,24.95,65.01,0.48,12.31,1.47,9.59,Low Risk,
Powdery Scab,22.72,69.47,0.55,14.75,3.58,9.37,Low Risk,
Powdery Scab,25.5,83.11,1.5,48.08,2.71,7.25,Low Risk,
Powdery Scab,25.08,80.81,0.63,20.63,2.46,9.14,Low Risk,
Powdery Scab,25.92,73.82,1.45,10.67,1.66,9.4,Low Risk,
Powdery Scab,25.15,75.95,0.32,49.39,3.36,6.5,Low Risk,
Powdery Scab,25.64,74.57,0.08,41.22,1.15,8.92,Low Risk,
Powdery Scab,21.82,68.96,0.5,12.76,1.93,9.99,Low Risk,
Powdery Scab,23.03,82.16,1.27,10.15,1.94,6.03,Low Risk,
Powdery Scab,21.82,70.62,0.94,20.45,2.28,6.13,Low Risk,
Powdery Scab,23.36,74.84,0.67,30.48,1.17,8.37,Low Risk,
Powdery Scab,23.09,71.09,0.12,34.61,2.19,8.61,Low Risk,
Powdery Scab,25.85,80.5,0.33,44.8,1.17,9.2,Low Risk,
Powdery Scab,25.46,65.95,0.64,36.03,3.3,7.25,Low Risk,
Powdery Scab,24.13,81.95,0.99,17.0,1.93,5.78,Low Risk,
Powdery Scab,19.27,76.36,1.44,10.33,1.68,5.35,Low Risk,
Powdery Scab,21.2,84.51,0.5,48.18,1.94,9.5,Low Risk,
Powdery Scab,22.69,77.27,0.05,41.14,2.83,6.59,Low Risk,
Powdery Scab,20.23,84.56,1.12,25.26,2.58,9.05,Low Risk,
Powdery Scab,21.22,76.3,1.9,28.32,2.25,7.88,Low Risk,
Powdery Scab,24.72,66.49,0.11,23.39,1.64,9.82,Low Risk,
Powdery Scab,23.27,83.37,1.09,11.32,3.42,5.13,Low Risk,
Powdery Scab,18.58,82.08,0.05,17.81,3.16,9.13,Low Risk,
Powdery Scab,21.25,78.59,0.6,37.53,1.45,8.78,Low Risk,
Powdery Scab,24.59,78.0,1.67,42.56,3.87,6.96,Low Risk,
Powdery Scab,19.54,76.2,0.85,36.55,3.21,9.14,Low Risk,
Powdery Scab,25.59,79.05,1.98,19.65,1.82,5.75,Low Risk,
Powdery Scab,18.56,82.48,0.13,29.81,3.4,6.22,Low Risk,
Powdery Scab,24.46,71.82,1.72,14.55,3.92,8.81,Low Risk,
Powdery Scab,23.38,78.25,1.33,39.67,3.14,9.97,Low Risk,
Powdery Scab,23.12,67.16,0.07,15.18,1.11,6.03,Low Risk,
Powdery Scab,22.09,84.62,1.51,46.13,3.82,8.72,Low Risk,
Powdery Scab,24.18,71.33,1.25,10.28,3.4,8.12,Low Risk,
Fusarium Dry Rot,19.82,68.07,1.11,34.74,1.9,9.91,Low Risk,
Fusarium Dry Rot,19.42,80.16,1.13,26.94,3.3,5.16,Low Risk,
Fusarium Dry Rot,21.53,80.51,1.64,23.71,3.96,9.39,Low Risk,
Fusarium Dry Rot,19.62,67.75,1.88,31.82,3.14,5.79,Low Risk,
Fusarium Dry Rot,20.17,69.4,0.65,32.27,2.91,6.74,Low Risk,
Fusarium Dry Rot,25.92,67.84,1.97,39.11,1.47,7.33,Low Risk,
Fusarium Dry Rot,18.77,76.65,1.4,28.87,1.33,5.52,Low Risk,
Fusarium Dry Rot,20.86,70.45,1.63,17.96,3.33,5.78,Low Risk,
Fusarium Dry Rot,19.26,76.92,0.04,37.13,3.47,6.07,Low Risk,
Fusarium Dry Rot,19.02,75.08,0.57,20.89,1.43,5.35,Low Risk,
Fusarium Dry Rot,19.45,72.6,1.39,31.1,1.48,6.31,Low Risk,
Fusarium Dry Rot,25.57,66.41,1.28,47.7,3.93,8.45,Low Risk,
Fusarium Dry Rot,23.99,67.57,1.44,20.67,3.05,9.72,Low Risk,
Fusarium Dry Rot,24.77,80.63,0.67,13.69,2.31,8.15,Low Risk,
Fusarium Dry Rot,25.16,66.0,0.36,19.35,1.28,9.05,Low Risk,
Fusarium Dry Rot,23.87,77.77,1.77,18.03,1.33,8.9,Low Risk,
Fusarium Dry Rot,20.17,83.12,0.51,43.88,1.94,5.8,Low Risk,
Fusarium Dry Rot,21.52,84.65,1.32,38.37,1.2,5.3,Low Risk,
Fusarium Dry Rot,18.22,82.04,1.0,10.51,3.3,6.28,Low Risk,
Fusarium Dry Rot,19.64,81.53,1.95,20.36,2.37,7.75,Low Risk,
Fusarium Dry Rot,22.87,74.74,1.37,42.79,2.82,5.73,Low Risk,
Fusarium Dry Rot,18.36,71.81,0.38,12.76,2.96,8.94,Low Risk,
Fusarium Dry Rot,18.69,81.81,1.38,40.18,2.59,9.12,Low Risk,
Fusarium Dry Rot,18.75,80.97,1.79,47.37,1.39,8.19,Low Risk,
Fusarium Dry Rot,21.56,81.23,0.78,47.84,1.94,5.9,Low Risk,
Fusarium Dry Rot,20.68,79.29,1.99,27.5,2.3,5.25,Low Risk,
Fusarium Dry Rot,20.17,65.57,1.2,43.84,3.42,9.32,Low Risk,
Fusarium Dry Rot,22.46,72.81,1.99,22.96,1.39,6.97,Low Risk,
Fusarium Dry Rot,24.61,66.03,1.43,10.74,3.35,7.14,Low Risk,
Fusarium Dry Rot,21.69,67.11,0.31,20.23,3.44,7.94,Low Risk,
Fusarium Dry Rot,20.47,82.71,0.5,34.83,1.71,9.6,Low Risk,
Fusarium Dry Rot,21.87,65.65,1.87,40.19,1.15,8.33,Low Risk,
Fusarium Dry Rot,19.62,71.87,1.6,23.02,2.11,8.05,Low Risk,
Fusarium Dry Rot,25.05,70.43,2.0,42.15,1.87,6.64,Low Risk,
Fusarium Dry Rot,20.73,67.74,0.52,36.91,1.39,5.65,Low Risk,
Fusarium Dry Rot,19.02,82.94,0.79,35.13,1.03,7.2,Low Risk,
Fusarium Dry Rot,25.0,73.56,1.29,48.08,2.99,6.91,Low Risk,
Fusarium Dry Rot,22.27,67.19,1.96,35.07,1.17,7.22,Low Risk,
Fusarium Dry Rot,18.42,67.44,0.48,45.09,1.2,8.89,Low Risk,
Fusarium Dry Rot,20.45,69.22,0.26,10.48,2.22,8.56,Low Risk,
Fusarium Dry Rot,22.69,68.13,0.66,24.38,3.73,8.6,Low Risk,
Fusarium Dry Rot,20.61,76.42,1.11,33.43,1.71,5.77,Low Risk,
Fusarium Dry Rot,23.77,74.03,0.73,12.19,1.38,8.03,Low Risk,
Fusarium Dry Rot,24.51,83.72,0.99,11.58,1.39,5.77,Low Risk,
Fusarium Dry Rot,18.64,82.29,1.59,46.49,2.3,6.44,Low Risk,
Fusarium Dry Rot,22.69,75.15,0.4,44.12,2.45,9.16,Low Risk,
Fusarium Dry Rot,23.08,73.06,0.67,36.37,2.91,7.23,Low Risk,
Fusarium Dry Rot,25.71,82.31,1.89,24.18,3.82,7.33,Low Risk,
Fusarium Dry Rot,21.12,82.46,0.35,43.0,1.04,5.27,Low Risk,
Fusarium Dry Rot,19.61,70.78,0.14,26.0,2.63,8.61,Low Risk,
Fusarium Dry Rot,20.97,68.82,0.25,13.7,1.02,5.8,Low Risk,
Fusarium Dry Rot,24.32,80.11,1.72,37.42,1.82,6.66,Low Risk,
Fusarium Dry Rot,18.33,82.38,0.8,22.11,3.52,5.76,Low Risk,
Fusarium Dry Rot,22.56,84.07,1.31,47.19,1.41,9.41,Low Risk,
Fusarium Dry Rot,25.73,65.97,0.34,35.08,1.27,6.43,Low Risk,
Fusarium Dry Rot,23.63,83.98,1.52,10.87,3.31,9.68,Low Risk,
Fusarium Dry Rot,23.54,73.8,0.15,25.08,3.72,7.25,Low Risk,
Fusarium Dry Rot,18.03,69.05,0.07,13.98,2.46,8.47,Low Risk,
Fusarium Dry Rot,23.68,78.11,1.84,29.1,2.31,8.73,Low Risk,
Fusarium Dry Rot,20.23,81.91,1.54,39.74,2.02,6.41,Low Risk,
Fusarium Dry Rot,19.9,77.87,0.67,48.45,2.28,5.45,Low Risk,
Fusarium Dry Rot,23.99,78.17,0.85,10.63,3.11,7.96,Low Risk,
Fusarium Dry Rot,23.39,70.7,0.76,43.14,3.62,8.55,Low Risk,
Fusarium Dry Rot,25.55,83.01,1.05,23.56,1.74,7.75,Low Risk,
Fusarium Dry Rot,19.89,79.34,1.24,49.47,1.9,7.69,Low Risk,
Fusarium Dry Rot,20.15,84.3,0.7,40.37,3.81,7.73,Low Risk,
Fusarium Dry Rot,25.6,67.28,1.47,14.07,2.9,5.16,Low Risk,
Fusarium Dry Rot,19.01,76.86,0.55,11.18,2.33,7.13,Low Risk,
Fusarium Dry Rot,21.2,83.62,1.37,45.47,3.24,5.47,Low Risk,
Fusarium Dry Rot,22.3,84.8,1.12,16.15,1.67,9.09,Low Risk,
Fusarium Dry Rot,20.67,65.84,0.8,24.04,2.06,9.3,Low Risk,
Fusarium Dry Rot,21.69,79.25,0.64,33.77,1.93,9.73,Low Risk,
Fusarium Dry Rot,23.51,73.51,0.91,48.04,1.46,7.43,Low Risk,
Fusarium Dry Rot,19.37,65.8,0.67,35.99,1.85,6.8,Low Risk,
Fusarium Dry Rot,25.69,70.97,0.08,34.54,1.91,5.15,Low Risk,
Fusarium Dry Rot,22.5,83.4,1.21,45.78,3.88,6.79,Low Risk,
Fusarium Dry Rot,24.47,71.52,1.32,10.01,3.66,7.38,Low Risk,
Fusarium Dry Rot,24.62,69.33,1.51,17.33,2.43,7.77,Low Risk,
Fusarium Dry Rot,21.99,65.32,0.72,28.11,1.13,7.41,Low Risk,
Fusarium Dry Rot,20.58,65.63,0.13,41.24,2.2,6.24,Low Risk,
Fusarium Dry Rot,21.37,74.12,0.45,23.7,3.81,8.07,Low Risk,
Fusarium Dry Rot,23.51,67.14,1.26,35.36,1.27,5.77,Low Risk,
Fusarium Dry Rot,22.22,76.99,1.6,43.57,1.72,6.08,Low Risk,
Fusarium Dry Rot,21.85,65.39,1.1,30.38,1.07,9.98,Low Risk,
Fusarium Dry Rot,25.89,66.4,0.9,33.31,1.38,7.34,Low Risk,
Fusarium Dry Rot,20.31,80.23,0.34,44.09,2.05,5.02,Low Risk,
Fusarium Dry Rot,24.51,80.32,0.18,38.79,3.29,6.75,Low Risk,
Fusarium Dry Rot,21.07,73.97,0.9,15.5,1.27,7.88,Low Risk,
Fusarium Dry Rot,20.54,80.05,0.04,27.28,3.55,5.45,Low Risk,
Fusarium Dry Rot,24.69,69.73,0.98,35.84,3.35,8.8,Low Risk,
Fusarium Dry Rot,21.72,82.27,1.77,24.47,1.67,5.13,Low Risk,
Fusarium Dry Rot,23.87,81.71,1.93,24.13,3.91,6.09,Low Risk,
Fusarium Dry Rot,20.74,84.38,0.98,46.0,3.41,7.25,Low Risk,
Fusarium Dry Rot,19.95,78.02,0.26,14.23,3.99,9.82,Low Risk,
Fusarium Dry Rot,24.02,80.55,0.81,28.76,3.18,7.74,Low Risk,
Fusarium Dry Rot,21.46,83.36,1.76,34.55,2.02,7.92,Low Risk,
Fusarium Dry Rot,23.53,65.97,0.95,24.47,1.15,9.74,Low Risk,
Fusarium Dry Rot,20.65,69.48,1.59,48.67,2.33,5.96,Low Risk,
Fusarium Dry Rot,18.14,65.05,0.14,27.81,2.0,9.7,Low Risk,
Fusarium Dry Rot,18.74,68.62,0.38,13.47,3.66,7.07,Low Risk,
Potato Leaf Roll Virus,22.02,78.85,0.01,21.96,2.24,6.94,Low Risk,
Potato Leaf Roll Virus,24.42,73.76,0.41,21.54,2.53,9.61,Low Risk,
Potato Leaf Roll Virus,19.4,69.92,0.56,14.67,2.87,6.61,Low Risk,
Potato Leaf Roll Virus,22.24,80.32,0.49,47.89,1.86,9.98,Low Risk,
Potato Leaf Roll Virus,25.09,68.38,0.96,41.77,3.96,8.1,Low Risk,
Potato Leaf Roll Virus,25.08,74.42,1.28,49.6,1.12,6.7,Low Risk,
Potato Leaf Roll Virus,23.13,80.92,0.12,24.23,3.3,9.26,Low Risk,
Potato Leaf Roll Virus,18.62,71.74,1.06,39.88,2.02,9.74,Low Risk,
Potato Leaf Roll Virus,18.88,78.42,1.03,18.01,1.97,8.28,Low Risk,
Potato Leaf Roll Virus,20.89,68.8,0.35,16.95,1.4,7.99,Low Risk,
Potato Leaf Roll Virus,20.61,68.04,1.3,48.16,1.68,5.1,Low Risk,
Potato Leaf Roll Virus,24.49,72.96,0.71,16.09,2.68,8.7,Low Risk,
